date,description,amount,type,category,explanation
2025-04-01,GIRO 31/03/25 xx-3877 NATIONAL UNIVERSITY,-500.0,Withdrawal,Education,Paid tuition fees for the semester.
2025-05-15,DEBIT PURCHASE 14/05/25 xx-3988 POPULAR BOOKSTORE,-30.0,Withdrawal,Education,Bought stationery items from Popular Bookstore.
2025-06-20,FAST PAYMENT 19/06/25 xx-4099 TUITION TEACHER,-200.0,Withdrawal,Education,Paid for a month's tuition fees.
2025-07-01,GIRO 30/06/25 xx-4200 NATIONAL UNIVERSITY,-500.0,Withdrawal,Education,Paid tuition fees for the semester.
2025-08-10,DEBIT PURCHASE 09/08/25 xx-4311 AMAZON,-60.0,Withdrawal,Education,Purchased textbooks for the new semester on Amazon.
2025-09-01,GIRO 31/08/25 xx-4422 NATIONAL UNIVERSITY,-500.0,Withdrawal,Education,Paid tuition fees for the semester.
2025-10-15,DEBIT PURCHASE 14/10/25 xx-4533 KINOKUNIYA,-35.9,Withdrawal,Education,Bought additional reference books from Kinokuniya.
2025-11-20,FAST PAYMENT 19/11/25 xx-4644 TUITION TEACHER,-200.0,Withdrawal,Education,Paid for a month's tuition fees.
2025-12-01,GIRO 30/11/25 xx-4755 NATIONAL UNIVERSITY,-500.0,Withdrawal,Education,Paid tuition fees for the semester.
2025-12-15,DEBIT PURCHASE 14/12/25 xx-4866 POPULAR BOOKSTORE,-40.0,Withdrawal,Education,Bought stationery items from Popular Bookstore.
2023-01-03,GIRO UNIVERSITY TUITION FEES,-2000.0,Withdrawal,Education,Payment for university tuition fees via GIRO.
2023-01-15,DEBIT PURCHASE xx-1234 KINOKUNIYA BOOKSTORE,-45.9,Withdrawal,Education,Purchased textbooks from Kinokuniya bookstore.
2023-02-01,FAST PAYMENT TO SCHOOL CANTEEN,-10.5,Withdrawal,Education,Payment for school canteen via FAST.
2023-02-20,DEBIT PURCHASE xx-5678 AMAZON,-30.0,Withdrawal,Education,Purchased educational materials from Amazon.
2023-03-02,GIRO TUITION CENTRE,-150.0,Withdrawal,Education,Payment for tuition centre via GIRO.
2023-03-15,DEBIT PURCHASE xx-9012 POPULAR BOOKSTORE,-17.5,Withdrawal,Education,Purchased stationery from Popular bookstore.
2023-04-01,FAST PAYMENT TO SCHOOL BUS SERVICE,-100.0,Withdrawal,Education,Payment for school bus service via FAST.
2023-04-20,DEBIT PURCHASE xx-3456 COURSERA,-49.0,Withdrawal,Education,Purchased online course from Coursera.
2023-05-02,GIRO TUITION FEES,-2000.0,Withdrawal,Education,Payment for university tuition fees via GIRO.
2023-05-15,DEBIT PURCHASE xx-7890 UDEMY,-20.0,Withdrawal,Education,Purchased online course from Udemy.
2023-06-01,FAST PAYMENT TO SCHOOL UNIFORM SHOP,-50.0,Withdrawal,Education,Payment for school uniform via FAST.
2023-06-20,DEBIT PURCHASE xx-1234 AMAZON,-25.0,Withdrawal,Education,Purchased educational materials from Amazon.
2023-07-02,GIRO TUITION CENTRE,-150.0,Withdrawal,Education,Payment for tuition centre via GIRO.
2023-07-15,DEBIT PURCHASE xx-5678 KINOKUNIYA BOOKSTORE,-40.0,Withdrawal,Education,Purchased textbooks from Kinokuniya bookstore.
2023-08-01,FAST PAYMENT TO SCHOOL CANTEEN,-10.5,Withdrawal,Education,Payment for school canteen via FAST.
2023-08-20,DEBIT PURCHASE xx-9012 COURSERA,-49.0,Withdrawal,Education,Purchased online course from Coursera.
2023-09-02,GIRO UNIVERSITY TUITION FEES,-2000.0,Withdrawal,Education,Payment for university tuition fees via GIRO.
2023-09-15,DEBIT PURCHASE xx-3456 POPULAR BOOKSTORE,-15.0,Withdrawal,Education,Purchased stationery from Popular bookstore.
2023-10-01,FAST PAYMENT TO SCHOOL BUS SERVICE,-100.0,Withdrawal,Education,Payment for school bus service via FAST.
2023-10-20,DEBIT PURCHASE xx-7890 UDEMY,-20.0,Withdrawal,Education,Purchased online course from Udemy.
2023-11-02,GIRO TUITION CENTRE,-150.0,Withdrawal,Education,Payment for tuition centre via GIRO.
2023-11-15,DEBIT PURCHASE xx-1234 AMAZON,-30.0,Withdrawal,Education,Purchased educational materials from Amazon.
2023-12-01,FAST PAYMENT TO SCHOOL UNIFORM SHOP,-50.0,Withdrawal,Education,Payment for school uniform via FAST.
2023-12-20,DEBIT PURCHASE xx-5678 KINOKUNIYA BOOKSTORE,-40.0,Withdrawal,Education,Purchased textbooks from Kinokuniya bookstore.
2024-01-02,GIRO UNIVERSITY TUITION FEES,-2000.0,Withdrawal,Education,Payment for university tuition fees via GIRO.
2024-01-15,DEBIT PURCHASE xx-9012 POPULAR BOOKSTORE,-15.0,Withdrawal,Education,Purchased stationery from Popular bookstore.
2024-02-01,FAST PAYMENT TO SCHOOL CANTEEN,-10.5,Withdrawal,Education,Payment for school canteen via FAST.
2024-02-20,DEBIT PURCHASE xx-3456 COURSERA,-49.0,Withdrawal,Education,Purchased online course from Coursera.
2024-03-02,GIRO TUITION CENTRE,-150.0,Withdrawal,Education,Payment for tuition centre via GIRO.
2024-03-15,DEBIT PURCHASE xx-7890 KINOKUNIYA BOOKSTORE,-40.0,Withdrawal,Education,Purchased textbooks from Kinokuniya bookstore.
2024-04-01,FAST PAYMENT TO SCHOOL BUS SERVICE,-100.0,Withdrawal,Education,Payment for school bus service via FAST.
2024-04-20,DEBIT PURCHASE xx-1234 UDEMY,-20.0,Withdrawal,Education,Purchased online course from Udemy.
2024-05-02,GIRO UNIVERSITY TUITION FEES,-2000.0,Withdrawal,Education,Payment for university tuition fees via GIRO.
2024-05-15,DEBIT PURCHASE xx-5678 AMAZON,-30.0,Withdrawal,Education,Purchased educational materials from Amazon.
2024-06-01,FAST PAYMENT TO SCHOOL UNIFORM SHOP,-50.0,Withdrawal,Education,Payment for school uniform via FAST.
2024-06-20,DEBIT PURCHASE xx-9012 COURSERA,-49.0,Withdrawal,Education,Purchased online course from Coursera.
2024-07-02,GIRO TUITION CENTRE,-150.0,Withdrawal,Education,Payment for tuition centre via GIRO.
2024-07-15,DEBIT PURCHASE xx-3456 POPULAR BOOKSTORE,-15.0,Withdrawal,Education,Purchased stationery from Popular bookstore.
2024-08-01,FAST PAYMENT TO SCHOOL CANTEEN,-10.5,Withdrawal,Education,Payment for school canteen via FAST.
2024-08-20,DEBIT PURCHASE xx-7890 UDEMY,-20.0,Withdrawal,Education,Purchased online course from Udemy.
2024-09-02,GIRO UNIVERSITY TUITION FEES,-2000.0,Withdrawal,Education,Payment for university tuition fees via GIRO.
2024-09-15,DEBIT PURCHASE xx-1234 KINOKUNIYA BOOKSTORE,-40.0,Withdrawal,Education,Purchased textbooks from Kinokuniya bookstore.
2024-10-01,FAST PAYMENT TO SCHOOL BUS SERVICE,-100.0,Withdrawal,Education,Payment for school bus service via FAST.
2024-10-20,DEBIT PURCHASE xx-5678 AMAZON,-30.0,Withdrawal,Education,Purchased educational materials from Amazon.
2024-11-02,GIRO TUITION CENTRE,-150.0,Withdrawal,Education,Payment for tuition centre via GIRO.
2024-11-15,DEBIT PURCHASE xx-9012 COURSERA,-49.0,Withdrawal,Education,Purchased online course from Coursera.
2024-12-01,FAST PAYMENT TO SCHOOL UNIFORM SHOP,-50.0,Withdrawal,Education,Payment for school uniform via FAST.
2024-12-20,DEBIT PURCHASE xx-3456 UDEMY,-20.0,Withdrawal,Education,Purchased online course from Udemy.
2023-01-03,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-01-15,DEBIT PURCHASE TEXTBOOKS FROM AMAZON,-80.5,Withdrawal,Education,Payment for textbooks purchased from Amazon.
2023-02-02,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2023-02-16,DEBIT PURCHASE SCHOOL SUPPLIES FROM POPULAR,-35.9,Withdrawal,Education,Payment for school supplies from Popular bookstore.
2023-03-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-03-20,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2023-04-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-04-15,DEBIT PURCHASE STUDY GUIDE FROM KINOKUNIYA,-45.0,Withdrawal,Education,Payment for study guide purchased from Kinokuniya.
2023-05-02,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2023-05-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-06-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-06-15,DEBIT PURCHASE TEXTBOOKS FROM AMAZON,-78.2,Withdrawal,Education,Payment for textbooks purchased from Amazon.
2023-07-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-07-15,DEBIT PURCHASE SCHOOL SUPPLIES FROM POPULAR,-38.9,Withdrawal,Education,Payment for school supplies from Popular bookstore.
2023-08-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-08-15,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2023-09-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-09-20,DEBIT PURCHASE STUDY GUIDE FROM KINOKUNIYA,-42.0,Withdrawal,Education,Payment for study guide purchased from Kinokuniya.
2023-10-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-10-15,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2023-11-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-11-15,DEBIT PURCHASE TEXTBOOKS FROM AMAZON,-79.9,Withdrawal,Education,Payment for textbooks purchased from Amazon.
2023-12-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-12-15,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2024-01-02,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-01-15,DEBIT PURCHASE SCHOOL SUPPLIES FROM POPULAR,-37.5,Withdrawal,Education,Payment for school supplies from Popular bookstore.
2024-02-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-02-20,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2024-03-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-03-15,DEBIT PURCHASE STUDY GUIDE FROM KINOKUNIYA,-43.0,Withdrawal,Education,Payment for study guide purchased from Kinokuniya.
2024-04-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-04-15,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2024-05-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-05-20,DEBIT PURCHASE TEXTBOOKS FROM AMAZON,-77.8,Withdrawal,Education,Payment for textbooks purchased from Amazon.
2024-06-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-06-15,DEBIT PURCHASE SCHOOL SUPPLIES FROM POPULAR,-36.5,Withdrawal,Education,Payment for school supplies from Popular bookstore.
2024-07-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-07-20,FAST PAYMENT TO TUTOR,-200.0,Withdrawal,Education,Payment to tutor for private tuition.
2024-08-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2024-08-15,DEBIT PURCHASE STUDY GUIDE FROM KINOKUNIYA,-44.0,Withdrawal,Education,Payment for study guide purchased from Kinokuniya.
2024-09-01,GIRO TUITION FEES COLLEGE,-1500.0,Withdrawal,Education,Payment for college tuition fees via GIRO.
2023-01-05,GIRO PAYMENT xx-1234 SP SERVICES,-75.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-01-10,FAST PAYMENT 09/01/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-01-15,DEBIT PURCHASE 14/01/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-02-05,GIRO PAYMENT xx-1234 SP SERVICES,-80.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-02-10,FAST PAYMENT 09/02/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-02-15,DEBIT PURCHASE 14/02/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-03-05,GIRO PAYMENT xx-1234 SP SERVICES,-85.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-03-10,FAST PAYMENT 09/03/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-03-15,DEBIT PURCHASE 14/03/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-04-05,GIRO PAYMENT xx-1234 SP SERVICES,-90.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-04-10,FAST PAYMENT 09/04/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-04-15,DEBIT PURCHASE 14/04/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-05-05,GIRO PAYMENT xx-1234 SP SERVICES,-95.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-05-10,FAST PAYMENT 09/05/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-05-15,DEBIT PURCHASE 14/05/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-06-05,GIRO PAYMENT xx-1234 SP SERVICES,-100.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-06-10,FAST PAYMENT 09/06/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-06-15,DEBIT PURCHASE 14/06/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-07-05,GIRO PAYMENT xx-1234 SP SERVICES,-105.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-07-10,FAST PAYMENT 09/07/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-07-15,DEBIT PURCHASE 14/07/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-08-05,GIRO PAYMENT xx-1234 SP SERVICES,-110.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-08-10,FAST PAYMENT 09/08/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-08-15,DEBIT PURCHASE 14/08/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-09-05,GIRO PAYMENT xx-1234 SP SERVICES,-115.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-09-10,FAST PAYMENT 09/09/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-09-15,DEBIT PURCHASE 14/09/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-10-05,GIRO PAYMENT xx-1234 SP SERVICES,-120.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-10-10,FAST PAYMENT 09/10/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-10-15,DEBIT PURCHASE 14/10/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-11-05,GIRO PAYMENT xx-1234 SP SERVICES,-125.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-11-10,FAST PAYMENT 09/11/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-11-15,DEBIT PURCHASE 14/11/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2023-12-05,GIRO PAYMENT xx-1234 SP SERVICES,-130.0,Withdrawal,Bills,Monthly utilities bill payment.
2023-12-10,FAST PAYMENT 09/12/23 xx-0567 NETFLIX,-15.0,Withdrawal,Bills,Monthly Netflix subscription payment.
2023-12-15,DEBIT PURCHASE 14/12/23 xx-7890 SINGTEL,-50.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2022-01-01,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-01-02,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-01-03,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-01-04,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-01-05,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-06,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-01-07,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-01-08,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-01-09,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-01-10,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-11,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-01-12,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-01-13,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-01-14,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-01-15,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-16,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-01-17,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-01-18,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-01-19,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-01-20,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-21,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-01-22,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-01-23,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-01-24,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-01-25,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-26,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-01-27,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-01-28,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-01-29,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-01-30,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-31,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-02-01,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-02-02,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-02-03,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-02-04,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-02-05,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-02-06,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-02-07,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-02-08,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-02-09,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-02-10,NETFLIX SUBSCRIPTION,-15.0,Withdrawal,Bills,Monthly Netflix subscription.
2022-02-11,SP POWER UTILITIES,-80.5,Withdrawal,Bills,Monthly electricity bill payment.
2022-02-12,SINGTEL MOBILE,-45.0,Withdrawal,Bills,Monthly mobile bill payment.
2022-02-13,SPOTIFY SUBSCRIPTION,-9.9,Withdrawal,Bills,Monthly Spotify subscription.
2022-02-14,CITY GAS,-35.7,Withdrawal,Bills,Monthly gas bill payment.
2022-01-05,GIRO 04/01/22 xx-1324 SP Group,-65.5,Withdrawal,Bills,Monthly utilities bill payment via GIRO.
2022-01-10,DEBIT PURCHASE 09/01/22 xx-0411 Netflix,-11.98,Withdrawal,Bills,Monthly Netflix subscription fee.
2022-01-25,FAST PAYMENT 24/01/22 xx-1324 Singtel,-45.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2022-02-05,GIRO 04/02/22 xx-0411 SP Group,-70.2,Withdrawal,Bills,Monthly utilities bill payment via GIRO.
2022-02-10,DEBIT PURCHASE 09/02/22 xx-1324 Spotify,-9.99,Withdrawal,Bills,Monthly Spotify subscription fee.
2022-02-25,FAST PAYMENT 24/02/22 xx-0411 Starhub,-30.0,Withdrawal,Bills,Monthly broadband bill payment.
2022-03-05,GIRO 04/03/22 xx-1324 SP Group,-68.0,Withdrawal,Bills,Monthly utilities bill payment via GIRO.
2022-03-10,DEBIT PURCHASE 09/03/22 xx-0411 Netflix,-11.98,Withdrawal,Bills,Monthly Netflix subscription fee.
2022-03-25,FAST PAYMENT 24/03/22 xx-1324 Singtel,-45.0,Withdrawal,Bills,Monthly mobile phone bill payment.
2022-04-05,GIRO 04/04/22 xx-0411 SP Group,-72.3,Withdrawal,Bills,Monthly utilities bill payment via GIRO.
